net	pips	fanout
eth/RAMB16_inst_tx/bm_rdata_reg[31]	162	64
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[0]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[1]	8	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[2]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[3]	6	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[4]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[5]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[6]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_0[7]	7	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_1	67	23
eth/RAMB16_inst_tx/bm_rdata_reg[31]_2	6	1
eth/RAMB16_inst_tx/bm_rdata_reg[31]_3	3	1
eth/RAMB16_inst_tx/bm_rdata_reg[4]	29	11
eth/RAMB16_inst_tx/bm_rdata_reg[4]_0	172	64
eth/RAMB16_inst_tx/clka	1032	994
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]	5	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_0	5	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_1	5	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_2	5	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_3	7	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_4	6	1
eth/RAMB16_inst_tx/core_lsu_addr_dly_reg[10]_5	5	1
eth/RAMB16_inst_tx/cpu_clk	994	885
eth/RAMB16_inst_tx/douta[0]	6	1
eth/RAMB16_inst_tx/douta[10]	6	1
eth/RAMB16_inst_tx/douta[11]	5	1
eth/RAMB16_inst_tx/douta[12]	6	1
eth/RAMB16_inst_tx/douta[13]	6	1
eth/RAMB16_inst_tx/douta[14]	6	1
eth/RAMB16_inst_tx/douta[15]	5	1
eth/RAMB16_inst_tx/douta[1]	6	1
eth/RAMB16_inst_tx/douta[2]	6	1
eth/RAMB16_inst_tx/douta[3]	6	1
eth/RAMB16_inst_tx/douta[4]	7	1
eth/RAMB16_inst_tx/douta[5]	8	1
eth/RAMB16_inst_tx/douta[6]	6	1
eth/RAMB16_inst_tx/douta[7]	6	1
eth/RAMB16_inst_tx/douta[8]	6	1
eth/RAMB16_inst_tx/douta[9]	7	1
eth/RAMB16_inst_tx/doutb[0]	7	1
eth/RAMB16_inst_tx/doutb[10]	8	1
eth/RAMB16_inst_tx/doutb[11]	8	1
eth/RAMB16_inst_tx/doutb[12]	7	1
eth/RAMB16_inst_tx/doutb[13]	6	1
eth/RAMB16_inst_tx/doutb[14]	9	1
eth/RAMB16_inst_tx/doutb[15]	6	1
eth/RAMB16_inst_tx/doutb[16]	7	1
eth/RAMB16_inst_tx/doutb[17]	6	1
eth/RAMB16_inst_tx/doutb[18]	7	1
eth/RAMB16_inst_tx/doutb[19]	6	1
eth/RAMB16_inst_tx/doutb[1]	8	1
eth/RAMB16_inst_tx/doutb[20]	7	1
eth/RAMB16_inst_tx/doutb[21]	7	1
eth/RAMB16_inst_tx/doutb[22]	8	1
eth/RAMB16_inst_tx/doutb[23]	6	1
eth/RAMB16_inst_tx/doutb[24]	6	1
eth/RAMB16_inst_tx/doutb[25]	7	1
eth/RAMB16_inst_tx/doutb[26]	7	1
eth/RAMB16_inst_tx/doutb[27]	7	1
eth/RAMB16_inst_tx/doutb[28]	7	1
eth/RAMB16_inst_tx/doutb[29]	7	1
eth/RAMB16_inst_tx/doutb[2]	7	1
eth/RAMB16_inst_tx/doutb[30]	6	1
eth/RAMB16_inst_tx/doutb[31]	8	1
eth/RAMB16_inst_tx/doutb[32]	8	1
eth/RAMB16_inst_tx/doutb[33]	7	1
eth/RAMB16_inst_tx/doutb[34]	7	1
eth/RAMB16_inst_tx/doutb[35]	6	1
eth/RAMB16_inst_tx/doutb[36]	6	1
eth/RAMB16_inst_tx/doutb[37]	7	1
eth/RAMB16_inst_tx/doutb[38]	7	1
eth/RAMB16_inst_tx/doutb[39]	6	1
eth/RAMB16_inst_tx/doutb[3]	6	1
eth/RAMB16_inst_tx/doutb[40]	7	1
eth/RAMB16_inst_tx/doutb[41]	7	1
eth/RAMB16_inst_tx/doutb[42]	6	1
eth/RAMB16_inst_tx/doutb[43]	7	1
eth/RAMB16_inst_tx/doutb[44]	6	1
eth/RAMB16_inst_tx/doutb[45]	6	1
eth/RAMB16_inst_tx/doutb[46]	6	1
eth/RAMB16_inst_tx/doutb[47]	7	1
eth/RAMB16_inst_tx/doutb[48]	7	1
eth/RAMB16_inst_tx/doutb[49]	8	1
eth/RAMB16_inst_tx/doutb[4]	7	1
eth/RAMB16_inst_tx/doutb[50]	6	1
eth/RAMB16_inst_tx/doutb[51]	7	1
eth/RAMB16_inst_tx/doutb[52]	7	1
eth/RAMB16_inst_tx/doutb[53]	7	1
eth/RAMB16_inst_tx/doutb[54]	7	1
eth/RAMB16_inst_tx/doutb[5]	6	1
eth/RAMB16_inst_tx/doutb[6]	8	1
eth/RAMB16_inst_tx/doutb[7]	8	1
eth/RAMB16_inst_tx/doutb[8]	5	1
eth/RAMB16_inst_tx/doutb[9]	6	1
eth/RAMB16_inst_tx/enb021_out	15	2
eth/RAMB16_inst_tx/framing_rdata00_out[0]	4	1
eth/RAMB16_inst_tx/framing_rdata00_out[1]	4	1
eth/RAMB16_inst_tx/framing_rdata00_out[2]	6	1
eth/RAMB16_inst_tx/framing_rdata00_out[3]	5	1
eth/RAMB16_inst_tx/framing_rdata00_out[4]	4	1
eth/RAMB16_inst_tx/framing_rdata00_out[5]	4	1
eth/RAMB16_inst_tx/framing_rdata00_out[6]	4	1
eth/RAMB16_inst_tx/framing_wdata_pkt[10]	6	1
eth/RAMB16_inst_tx/framing_wdata_pkt[31]	5	1
eth/RAMB16_inst_tx/framing_wdata_pkt[4]	6	1
eth/RAMB16_inst_tx/framing_wdata_pkt[5]	5	1
eth/RAMB16_inst_tx/framing_wdata_pkt[63]	6	1
eth/RAMB16_inst_tx/framing_wdata_pkt[6]	8	1
eth/RAMB16_inst_tx/framing_wdata_pkt[7]	6	1
eth/RAMB16_inst_tx/framing_wdata_pkt[8]	9	1
eth/RAMB16_inst_tx/framing_wdata_pkt[9]	5	1
eth/RAMB16_inst_tx/genblk1[1].RAMB16_S9_S36_inst_0	72	25
eth/RAMB16_inst_tx/tx_axis_tvalid	37	12
eth/RAMB16_inst_tx/tx_busy__0	7	2
eth/RAMB16_inst_tx/tx_frame_addr_reg[0]	38	11
eth/RAMB16_inst_tx/tx_frame_addr_reg[1]	35	10
eth/RAMB16_inst_tx/tx_frame_addr_reg[2]	34	8
eth/RAMB16_inst_tx/tx_frame_addr_reg[3]	30	7
eth/RAMB16_inst_tx/tx_frame_addr_reg[4]	31	6
eth/RAMB16_inst_tx/tx_frame_addr_reg[5]	31	6
eth/RAMB16_inst_tx/tx_frame_addr_reg[6]	30	8
eth/RAMB16_inst_tx/tx_frame_addr_reg[7]	29	7
eth/RAMB16_inst_tx/tx_frame_addr_reg[8]	31	6
eth/RAMB16_inst_tx/tx_frame_addr_reg[9]	25	5
eth/RAMB16_inst_tx/tx_frame_addr_reg__0[0]	27	15
eth/RAMB16_inst_tx/web[0]	39	12
eth/RAMB16_inst_tx/web[1]	56	20
eth/rx_length_axis_reg_0_31_0_5/ADDRA0	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRA1	30	21
eth/rx_length_axis_reg_0_31_0_5/ADDRA2	34	21
eth/rx_length_axis_reg_0_31_0_5/ADDRA3	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRA4	23	12
eth/rx_length_axis_reg_0_31_0_5/ADDRB0	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRB1	30	21
eth/rx_length_axis_reg_0_31_0_5/ADDRB2	34	21
eth/rx_length_axis_reg_0_31_0_5/ADDRB3	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRB4	23	12
eth/rx_length_axis_reg_0_31_0_5/ADDRC0	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRC1	30	21
eth/rx_length_axis_reg_0_31_0_5/ADDRC2	34	21
eth/rx_length_axis_reg_0_31_0_5/ADDRC3	33	21
eth/rx_length_axis_reg_0_31_0_5/ADDRC4	23	12
eth/rx_length_axis_reg_0_31_0_5/ADDRD0	239	57
eth/rx_length_axis_reg_0_31_0_5/ADDRD1	160	55
eth/rx_length_axis_reg_0_31_0_5/ADDRD2	159	54
eth/rx_length_axis_reg_0_31_0_5/ADDRD3	157	53
eth/rx_length_axis_reg_0_31_0_5/ADDRD4	159	53
eth/rx_length_axis_reg_0_31_0_5/DIA0	7	2
eth/rx_length_axis_reg_0_31_0_5/DIA1	5	2
eth/rx_length_axis_reg_0_31_0_5/DIB0	11	2
eth/rx_length_axis_reg_0_31_0_5/DIB1	12	2
eth/rx_length_axis_reg_0_31_0_5/DIC0	11	2
eth/rx_length_axis_reg_0_31_0_5/DIC1	5	2
eth/rx_length_axis_reg_0_31_0_5/DID0	6614	51
eth/rx_length_axis_reg_0_31_0_5/DID1	6614	51
eth/rx_length_axis_reg_0_31_0_5/DOA0	6	1
eth/rx_length_axis_reg_0_31_0_5/DOA1	4	1
eth/rx_length_axis_reg_0_31_0_5/DOB0	4	1
eth/rx_length_axis_reg_0_31_0_5/DOB1	4	1
eth/rx_length_axis_reg_0_31_0_5/DOC0	4	1
eth/rx_length_axis_reg_0_31_0_5/DOC1	4	1
eth/rx_length_axis_reg_0_31_0_5/WCLK	1032	994
eth/rx_length_axis_reg_0_31_0_5/WE	12	16
eth/rx_length_axis_reg_0_31_6_10/ADDRA0	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRA1	30	21
eth/rx_length_axis_reg_0_31_6_10/ADDRA2	34	21
eth/rx_length_axis_reg_0_31_6_10/ADDRA3	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRA4	23	12
eth/rx_length_axis_reg_0_31_6_10/ADDRB0	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRB1	30	21
eth/rx_length_axis_reg_0_31_6_10/ADDRB2	34	21
eth/rx_length_axis_reg_0_31_6_10/ADDRB3	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRB4	23	12
eth/rx_length_axis_reg_0_31_6_10/ADDRC0	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRC1	30	21
eth/rx_length_axis_reg_0_31_6_10/ADDRC2	34	21
eth/rx_length_axis_reg_0_31_6_10/ADDRC3	33	21
eth/rx_length_axis_reg_0_31_6_10/ADDRC4	23	12
eth/rx_length_axis_reg_0_31_6_10/ADDRD0	239	57
eth/rx_length_axis_reg_0_31_6_10/ADDRD1	160	55
eth/rx_length_axis_reg_0_31_6_10/ADDRD2	159	54
eth/rx_length_axis_reg_0_31_6_10/ADDRD3	157	53
eth/rx_length_axis_reg_0_31_6_10/ADDRD4	159	53
eth/rx_length_axis_reg_0_31_6_10/DIA0	5	2
eth/rx_length_axis_reg_0_31_6_10/DIA1	12	2
eth/rx_length_axis_reg_0_31_6_10/DIB0	10	2
eth/rx_length_axis_reg_0_31_6_10/DIB1	12	2
eth/rx_length_axis_reg_0_31_6_10/DIC0	12	2
eth/rx_length_axis_reg_0_31_6_10/DIC1	6614	51
eth/rx_length_axis_reg_0_31_6_10/DID0	6614	51
eth/rx_length_axis_reg_0_31_6_10/DID1	6614	51
eth/rx_length_axis_reg_0_31_6_10/DOA0	6	1
eth/rx_length_axis_reg_0_31_6_10/DOA1	5	1
eth/rx_length_axis_reg_0_31_6_10/DOB0	4	1
eth/rx_length_axis_reg_0_31_6_10/DOB1	4	1
eth/rx_length_axis_reg_0_31_6_10/DOC0	4	1
eth/rx_length_axis_reg_0_31_6_10/WCLK	1032	994
eth/rx_length_axis_reg_0_31_6_10/WE	12	16
eth/sgmii_soc1/<const1>	5326	4
eth/sgmii_soc1/CO[0]	5	1
eth/sgmii_soc1/E[0]	48	48
eth/sgmii_soc1/Q[0]	231	39
eth/sgmii_soc1/Q[1]	146	38
eth/sgmii_soc1/Q[2]	221	37
eth/sgmii_soc1/Q[3]	228	36
eth/sgmii_soc1/Q[4]	217	35
eth/sgmii_soc1/Q[5]	219	38
eth/sgmii_soc1/Q[6]	222	37
eth/sgmii_soc1/Q[7]	219	36
eth/sgmii_soc1/Q[8]	225	35
eth/sgmii_soc1/Q[9]	216	34
eth/sgmii_soc1/SR[0]	6	4
eth/sgmii_soc1/avail	4	1
eth/sgmii_soc1/axis_gmii_rx_inst/gmii_rx_dv_d2	3	1
eth/sgmii_soc1/axis_gmii_rx_inst/gmii_rx_dv_d3	5	1
eth/sgmii_soc1/axis_gmii_rx_inst/update_crc	32	17
eth/sgmii_soc1/axis_gmii_tx_inst/ifg_reg	26	9
eth/sgmii_soc1/axis_gmii_tx_inst/state_reg[0]	64	32
eth/sgmii_soc1/bm_rdata_reg[0]	74	24
eth/sgmii_soc1/bm_rdata_reg[0]_0	92	32
eth/sgmii_soc1/bm_rdata_reg[0]_1	11	4
eth/sgmii_soc1/bm_rdata_reg[0]_2	29	11
eth/sgmii_soc1/bm_rdata_reg[15][0]	7	2
eth/sgmii_soc1/bm_rdata_reg[15][10]	8	2
eth/sgmii_soc1/bm_rdata_reg[15][11]	7	2
eth/sgmii_soc1/bm_rdata_reg[15][12]	10	2
eth/sgmii_soc1/bm_rdata_reg[15][13]	8	2
eth/sgmii_soc1/bm_rdata_reg[15][14]	10	2
eth/sgmii_soc1/bm_rdata_reg[15][15]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][16]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][17]	10	2
eth/sgmii_soc1/bm_rdata_reg[15][18]	8	2
eth/sgmii_soc1/bm_rdata_reg[15][19]	11	2
eth/sgmii_soc1/bm_rdata_reg[15][1]	7	2
eth/sgmii_soc1/bm_rdata_reg[15][20]	10	2
eth/sgmii_soc1/bm_rdata_reg[15][2]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][3]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][4]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][5]	8	2
eth/sgmii_soc1/bm_rdata_reg[15][6]	11	2
eth/sgmii_soc1/bm_rdata_reg[15][7]	10	2
eth/sgmii_soc1/bm_rdata_reg[15][8]	9	2
eth/sgmii_soc1/bm_rdata_reg[15][9]	9	2
eth/sgmii_soc1/bm_rdata_reg[15]_0	92	32
eth/sgmii_soc1/bm_rdata_reg[16]	56	17
eth/sgmii_soc1/bm_rdata_reg[16]_0	6	1
eth/sgmii_soc1/bm_rdata_reg[24]	162	64
eth/sgmii_soc1/bm_rdata_reg[24]_0	172	64
eth/sgmii_soc1/bm_rdata_reg[24]_1	67	23
eth/sgmii_soc1/bm_rdata_reg[24]_2	6	1
eth/sgmii_soc1/bm_rdata_reg[25]	5	1
eth/sgmii_soc1/bm_rdata_reg[26][0]	8	1
eth/sgmii_soc1/bm_rdata_reg[26][1]	9	1
eth/sgmii_soc1/bm_rdata_reg[26][2]	8	1
eth/sgmii_soc1/bm_rdata_reg[26]_0[0]	90	35
eth/sgmii_soc1/bm_rdata_reg[26]_1	6	1
eth/sgmii_soc1/bm_rdata_reg[4]	83	32
eth/sgmii_soc1/byte_sync_reg_1	3	1
eth/sgmii_soc1/byte_sync_reg_2	6	1
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][0]	19	8
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][1]	19	8
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][2]	20	8
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][3]	18	8
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][4]	18	8
eth/sgmii_soc1/core_resets_i/pma_reset_pipe_reg[3][5]	20	8
eth/sgmii_soc1/cpu_clk	994	885
eth/sgmii_soc1/doutb[0]	7	1
eth/sgmii_soc1/doutb[10]	8	1
eth/sgmii_soc1/doutb[11]	7	1
eth/sgmii_soc1/doutb[12]	6	1
eth/sgmii_soc1/doutb[13]	9	1
eth/sgmii_soc1/doutb[14]	6	1
eth/sgmii_soc1/doutb[15]	7	1
eth/sgmii_soc1/doutb[16]	6	1
eth/sgmii_soc1/doutb[17]	7	1
eth/sgmii_soc1/doutb[18]	6	1
eth/sgmii_soc1/doutb[19]	7	1
eth/sgmii_soc1/doutb[1]	8	1
eth/sgmii_soc1/doutb[20]	8	1
eth/sgmii_soc1/doutb[21]	6	1
eth/sgmii_soc1/doutb[2]	7	1
eth/sgmii_soc1/doutb[3]	6	1
eth/sgmii_soc1/doutb[4]	7	1
eth/sgmii_soc1/doutb[5]	6	1
eth/sgmii_soc1/doutb[6]	8	1
eth/sgmii_soc1/doutb[7]	8	1
eth/sgmii_soc1/doutb[8]	5	1
eth/sgmii_soc1/doutb[9]	8	1
eth/sgmii_soc1/eth_mdc_OBUF	38	3
eth/sgmii_soc1/eth_mdio_IBUF	44	1
eth/sgmii_soc1/eth_mdio_OBUF	33	3
eth/sgmii_soc1/fcs_reg_reg[10]	5	1
eth/sgmii_soc1/fcs_reg_reg[11]	4	1
eth/sgmii_soc1/fcs_reg_reg[12]	5	1
eth/sgmii_soc1/fcs_reg_reg[13]	4	1
eth/sgmii_soc1/fcs_reg_reg[14]	5	1
eth/sgmii_soc1/fcs_reg_reg[15]	3	1
eth/sgmii_soc1/fcs_reg_reg[16]	3	1
eth/sgmii_soc1/fcs_reg_reg[17]	5	1
eth/sgmii_soc1/fcs_reg_reg[18]	4	1
eth/sgmii_soc1/fcs_reg_reg[19]	5	1
eth/sgmii_soc1/fcs_reg_reg[20]	4	1
eth/sgmii_soc1/fcs_reg_reg[28]	4	1
eth/sgmii_soc1/fcs_reg_reg[29]	4	1
eth/sgmii_soc1/fcs_reg_reg[30]	5	1
eth/sgmii_soc1/fcs_reg_reg[31]	4	1
eth/sgmii_soc1/fcs_reg_reg[8]	4	1
eth/sgmii_soc1/fcs_reg_reg[9]	5	1
eth/sgmii_soc1/framing_rdata00_out[0]	6	1
eth/sgmii_soc1/framing_rdata00_out[1]	4	1
eth/sgmii_soc1/framing_rdata00_out[2]	4	1
eth/sgmii_soc1/framing_rdata00_out[3]	4	1
eth/sgmii_soc1/genblk1[0].RAMB16_S9_S36_inst[0]	160	55
eth/sgmii_soc1/genblk1[0].RAMB16_S9_S36_inst[1]	159	54
eth/sgmii_soc1/genblk1[0].RAMB16_S9_S36_inst[2]	157	53
eth/sgmii_soc1/genblk1[0].RAMB16_S9_S36_inst[3]	159	53
eth/sgmii_soc1/gmii_rst_sync_reg_n_0_[0]	7	1
eth/sgmii_soc1/gmii_rst_sync_reg_n_0_[1]	5	1
eth/sgmii_soc1/gmii_rst_sync_reg_n_0_[2]	7	1
eth/sgmii_soc1/gmii_rx_dv	28	9
eth/sgmii_soc1/gmii_rx_er	5	1
eth/sgmii_soc1/gmii_rxd[0]	7	1
eth/sgmii_soc1/gmii_rxd[1]	6	1
eth/sgmii_soc1/gmii_rxd[2]	6	1
eth/sgmii_soc1/gmii_rxd[3]	6	1
eth/sgmii_soc1/gmii_rxd[4]	6	1
eth/sgmii_soc1/gmii_rxd[5]	7	1
eth/sgmii_soc1/gmii_rxd[6]	6	1
eth/sgmii_soc1/gmii_rxd[7]	6	1
eth/sgmii_soc1/gmii_tx_er	6	1
eth/sgmii_soc1/gmii_txd[0]	7	1
eth/sgmii_soc1/gmii_txd[1]	5	1
eth/sgmii_soc1/gmii_txd[2]	8	1
eth/sgmii_soc1/gmii_txd[3]	8	1
eth/sgmii_soc1/gmii_txd[4]	8	1
eth/sgmii_soc1/gmii_txd[5]	6	1
eth/sgmii_soc1/gmii_txd[6]	8	1
eth/sgmii_soc1/gmii_txd[7]	8	1
eth/sgmii_soc1/i_mac_n_0	3	1
eth/sgmii_soc1/i_mac_n_92	5	2
eth/sgmii_soc1/i_pcs_pma_n_1	5	2
eth/sgmii_soc1/i_pcs_pma_n_10	39	33
eth/sgmii_soc1/i_pcs_pma_n_11	4	1
eth/sgmii_soc1/i_pcs_pma_n_3	15	4
eth/sgmii_soc1/i_pcs_pma_n_4	19	9
eth/sgmii_soc1/last_reg[0]	12	5
eth/sgmii_soc1/last_reg[0]_0	18	6
eth/sgmii_soc1/last_reg[0]_1	18	7
eth/sgmii_soc1/last_reg[0]_2	16	7
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][0]	158	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][1]	165	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][2]	169	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][3]	157	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][4]	155	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][5]	160	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][6]	157	33
eth/sgmii_soc1/m_axis_tdata_reg_reg[7][7]	162	33
eth/sgmii_soc1/m_axis_tlast_reg_reg_0	6	1
eth/sgmii_soc1/m_axis_tlast_reg_reg_1[0]	18	11
eth/sgmii_soc1/m_axis_tvalid_reg_reg_0	8	1
eth/sgmii_soc1/mac_address_reg[15]	4	1
eth/sgmii_soc1/mac_address_reg[27]	5	1
eth/sgmii_soc1/mac_address_reg[28]	3	1
eth/sgmii_soc1/mac_address_reg[29]	4	1
eth/sgmii_soc1/mac_address_reg[30]	4	1
eth/sgmii_soc1/mac_address_reg[31]	3	1
eth/sgmii_soc1/mac_address_reg[32]	5	1
eth/sgmii_soc1/mac_address_reg[33]	4	1
eth/sgmii_soc1/mac_address_reg[34]	4	1
eth/sgmii_soc1/mac_address_reg[35]	3	1
eth/sgmii_soc1/mac_address_reg[36]	3	1
eth/sgmii_soc1/mac_address_reg[37]	4	1
eth/sgmii_soc1/mac_address_reg[38]	5	1
eth/sgmii_soc1/mac_address_reg[39]	5	1
eth/sgmii_soc1/mac_address_reg[40]	3	1
eth/sgmii_soc1/mac_address_reg[41]	5	1
eth/sgmii_soc1/mac_address_reg[42]	5	1
eth/sgmii_soc1/mac_gmii_tx_en	12	4
eth/sgmii_soc1/mac_rst	143	99
eth/sgmii_soc1/nextbuf_reg[1]_0	6	1
eth/sgmii_soc1/nextbuf_reg[1]_1	6	1
eth/sgmii_soc1/nextbuf_reg[2]_1	7	1
eth/sgmii_soc1/nextbuf_reg[2]_2	7	1
eth/sgmii_soc1/nextbuf_reg[2]_3	6	1
eth/sgmii_soc1/nextbuf_reg[2]_4	7	1
eth/sgmii_soc1/nextbuf_reg[3]_10	7	1
eth/sgmii_soc1/nextbuf_reg[3]_2	6	1
eth/sgmii_soc1/nextbuf_reg[3]_3	7	1
eth/sgmii_soc1/nextbuf_reg[3]_4	8	1
eth/sgmii_soc1/nextbuf_reg[3]_5	7	1
eth/sgmii_soc1/nextbuf_reg[3]_6	7	1
eth/sgmii_soc1/nextbuf_reg[3]_7	6	1
eth/sgmii_soc1/nextbuf_reg[3]_8	6	1
eth/sgmii_soc1/p_1_in	12	16
eth/sgmii_soc1/p_1_out[0]	10	2
eth/sgmii_soc1/pcspma_status[0]	5	1
eth/sgmii_soc1/pcspma_status[1]	13	2
eth/sgmii_soc1/pcspma_status[2]	5	1
eth/sgmii_soc1/pcspma_status[3]	7	1
eth/sgmii_soc1/phy_mdio_oe	47	3
eth/sgmii_soc1/resetn_cnt_reg[5]	349	299
eth/sgmii_soc1/rx_addr_axis_reg[2]	7	1
eth/sgmii_soc1/rx_axis_tvalid	157	45
eth/sgmii_soc1/s_axis_tready_reg_reg_3	18	11
eth/sgmii_soc1/sgmii_clk_en	151	104
eth/sgmii_soc1/sgmii_refclk_n	1	1
eth/sgmii_soc1/sgmii_refclk_p	1	1
eth/sgmii_soc1/sgmii_rxn	1	1
eth/sgmii_soc1/sgmii_rxp	1	1
eth/sgmii_soc1/sgmii_txn	1	1
eth/sgmii_soc1/sgmii_txp	1	1
eth/sgmii_soc1/tx_axis_tlast	21	6
eth/sgmii_soc1/tx_axis_tvalid	37	12
eth/sgmii_soc1/tx_axis_tvalid_dly	5	3
eth/sgmii_soc1/tx_busy__0	7	2
eth/sgmii_soc1/tx_busy_reg	3	1
eth/sgmii_soc1/tx_enable_i	11	5
eth/sgmii_soc1/tx_enable_i_reg	7	1
eth/sgmii_soc1/tx_enable_i_reg_1	158	34
eth/sgmii_soc1/tx_enable_i_reg_2	3	1
eth/sgmii_soc1/tx_enable_old	11	3
eth/sgmii_soc1/tx_frame_addr_reg[0]	38	11
eth/sgmii_soc1/tx_frame_addr_reg[10]	9	4
eth/sgmii_soc1/tx_frame_addr_reg[1]	35	10
eth/sgmii_soc1/tx_frame_addr_reg[2]	34	8
eth/sgmii_soc1/tx_frame_addr_reg[3]	30	7
eth/sgmii_soc1/tx_frame_addr_reg[4]	31	6
eth/sgmii_soc1/tx_frame_addr_reg[5]	31	6
eth/sgmii_soc1/tx_frame_addr_reg[6]	30	8
eth/sgmii_soc1/tx_frame_addr_reg[7]	29	7
eth/sgmii_soc1/tx_frame_addr_reg[8]	31	6
eth/sgmii_soc1/tx_frame_addr_reg[9]	25	5
eth/sgmii_soc1/tx_frame_addr_reg_5_sn_1	4	1
eth/sgmii_soc1/tx_frame_addr_reg_6_sn_1	7	2
eth/sgmii_soc1/tx_frame_addr_reg__0[0]	27	15
eth/sgmii_soc1/userclk2_out	1032	994
eth/sgmii_soc1/we0[0]	8	1
eth/sgmii_soc1/we0[10]	6	1
eth/sgmii_soc1/we0[11]	7	1
eth/sgmii_soc1/we0[12]	6	1
eth/sgmii_soc1/we0[13]	10	1
eth/sgmii_soc1/we0[14]	6	1
eth/sgmii_soc1/we0[15]	7	1
eth/sgmii_soc1/we0[1]	6	1
eth/sgmii_soc1/we0[2]	8	1
eth/sgmii_soc1/we0[3]	8	1
eth/sgmii_soc1/we0[4]	6	1
eth/sgmii_soc1/we0[5]	7	1
eth/sgmii_soc1/we0[6]	6	1
eth/sgmii_soc1/we0[7]	7	1
eth/sgmii_soc1/we0[8]	6	1
eth/sgmii_soc1/we0[9]	6	1
eth/sgmii_soc1/i_mac/CO[0]	5	1
eth/sgmii_soc1/i_mac/E[0]	48	48
eth/sgmii_soc1/i_mac/FSM_sequential_state_reg_reg[0][0]	64	32
eth/sgmii_soc1/i_mac/FSM_sequential_state_reg_reg[0]_0[0]	32	17
eth/sgmii_soc1/i_mac/Q[0]	143	99
eth/sgmii_soc1/i_mac/SR[0]	19	9
eth/sgmii_soc1/i_mac/avail	4	1
eth/sgmii_soc1/i_mac/axis_gmii_tx_inst_n_25	4	1
eth/sgmii_soc1/i_mac/axis_gmii_tx_inst_n_26	4	1
eth/sgmii_soc1/i_mac/axis_gmii_tx_inst_n_27	4	1
eth/sgmii_soc1/i_mac/bm_rdata_reg[0]	74	24
eth/sgmii_soc1/i_mac/bm_rdata_reg[0]_0	92	32
eth/sgmii_soc1/i_mac/bm_rdata_reg[0]_1	11	4
eth/sgmii_soc1/i_mac/bm_rdata_reg[0]_2	29	11
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][0]	7	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][10]	8	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][11]	7	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][12]	10	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][13]	8	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][14]	10	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][15]	9	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][16]	9	2
eth/sgmii_soc1/i_mac/bm_rdata_reg[15][17]	10	2
