net	pips	fanout
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXDATA[4]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/txdata[4]	12	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXDATA[5]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/txdata[5]	12	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXDATA[6]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/txdata[6]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[0]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[1]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[2]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[3]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[4]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[5]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[6]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TXD_REG1[7]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG[0]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG[11]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG[14]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG_REG[0]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG_REG[11]	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/TX_CONFIG_REG[14]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/V_i_2_n_0	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/V_i_3_n_0	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/V_i_4_n_0	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/V_i_5_n_0	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/V_i_6_n_0	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/WAIT_FOR_K	10	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/XMIT_CONFIG_INT_i_2_n_0	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/XMIT_DATA_INT	10	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/dcm_locked	61	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/enablealign	8	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rx_dv	10	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rx_er	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[0]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[1]	5	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[2]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[3]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[4]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[5]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[6]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_rxd[7]	7	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_tx_en	21	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_tx_er	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[0]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[1]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[2]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[3]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[4]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[5]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[6]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gmii_txd[7]	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/AN_ENABLE_INT	25	8
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/D	13	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[0]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[10]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[11]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[12]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[13]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[1]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[2]	10	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[3]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[4]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[5]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[6]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[7]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[8]	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.RX_RST_SM_TXOUTCLK.RX_RST_SM_reg_n_0_[9]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[0]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[10]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[11]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[12]	12	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[13]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[1]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[2]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[3]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[4]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[5]	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[6]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[7]	11	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[8]	9	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/FSM_onehot_USE_ROCKET_IO.TX_RST_SM_reg_n_0_[9]	5	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/ABILITY_MATCH	26	13
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/ABILITY_MATCH_2	7	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/ACKNOWLEDGE_MATCH_2	5	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/ACKNOWLEDGE_MATCH_3	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/ACKNOWLEDGE_MATCH_3_reg_n_0	13	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONFIG_REG_MATCH	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONFIG_REG_MATCH_COMB	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONFIG_REG_MATCH_COMB2	9	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONFIG_REG_MATCH_COMB2_inferred__0/i__carry_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONSISTENCY_MATCH	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONSISTENCY_MATCH_COMB1_carry__0_n_3	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/CONSISTENCY_MATCH_COMB1_carry_n_0	1	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/IDLE_INSERTED_REG2	6	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/IDLE_INSERTED_REG4	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/IDLE_MATCH	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/IDLE_MATCH_2	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/IDLE_REMOVED_REG2	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_DONE	18	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_SATURATED	10	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[0]	17	8
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[1]	12	7
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[2]	15	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[3]	10	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[4]	12	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[5]	11	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[6]	8	5
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[7]	9	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[8]	6	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/LINK_TIMER_reg[9]	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MASK_RUDI_BUFERR	20	6
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MASK_RUDI_CLKCOR	7	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MR_AN_ENABLE_CHANGE	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MR_AN_ENABLE_REG1	8	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MR_AN_ENABLE_REG2	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MR_PAGE_RX_SET0	12	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/MR_RESTART_AN_INT	6	2
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/PREVIOUS_STATE[0]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/PREVIOUS_STATE[1]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/PREVIOUS_STATE[2]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/PREVIOUS_STATE[3]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/PULSE4096	17	13
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RECEIVED_IDLE	11	4
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_NULL_reg_n_0	22	9
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG0	30	18
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[0]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[10]	5	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[11]	11	3
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[12]	3	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[13]	4	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[1]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[2]	6	1
eth/sgmii_soc1/i_pcs_pma/inst/pcs_pma_block_i/gig_ethernet_pcs_pma_0_core/gpcs_pma_inst/HAS_AUTO_NEG.AN_RX_GMII_AT_TXOUTCLK.AUTO_NEGOTIATION/RX_CONFIG_REG_REG_reg_n_0_[3]	6	1
